news_headline,news_article,news_category,full_text,clean_text
North Korea beat Tajikistan to win Intercontinental Cup,"North Korea won in the second edition of Intercontinental Cup football tournament after defeating Tajikistan by a solitary goal in the final on Friday. Both the finalists were the two lowest-ranked teams of the four-nation tournament, the other participants being hosts India and Syria. The champions won a prize of $50,000 while the runners-up received $25,000.",sports,"North Korea beat Tajikistan to win Intercontinental Cup. North Korea won in the second edition of Intercontinental Cup football tournament after defeating Tajikistan by a solitary goal in the final on Friday. Both the finalists were the two lowest-ranked teams of the four-nation tournament, the other participants being hosts India and Syria. The champions won a prize of $50,000 while the runners-up received $25,000.",north korea beat tajikistan win intercontinental cup north korea win second edition intercontinental cup football tournament defeat tajikistan solitary goal final friday finalist two lowest rank team four nation tournament participant host india syria champion win prize runner receive
India’s mixed relay silver at Asiad 2018 to be upgraded to gold,"India's Asian Games 2018 silver in 4x400 mixed relay is set to be upgraded to gold after Bahrain's Kemi Adekoya was handed a four-year ban by the Athletics Integrity Unit (AIU) for failing a dope test. Adekoya had also won the 400m hurdles gold at the Asian Games with India's Anu Raghavan finishing fourth, who will be upgraded to bronze.",sports,"India’s mixed relay silver at Asiad 2018 to be upgraded to gold. India's Asian Games 2018 silver in 4x400 mixed relay is set to be upgraded to gold after Bahrain's Kemi Adekoya was handed a four-year ban by the Athletics Integrity Unit (AIU) for failing a dope test. Adekoya had also won the 400m hurdles gold at the Asian Games with India's Anu Raghavan finishing fourth, who will be upgraded to bronze.",india mixed relay silver asiad upgrade gold indias asian game silver x mixed relay set upgrade gold bahrain kemi adekoya hand four year ban athletic integrity unit aiu fail dope test adekoya also win hurdle gold asian game india anu raghavan finish fourth upgrade bronze
India must win medals in double digits to host 2032 Olympics: Batra,"Indian Olympic Association President Narinder Batra has said that India must start winning medals in ""double digits"" if it wants to ""realise the dream"" of hosting 2032 Olympics. ""We can target 10-12 medals in Tokyo, 25 in 2024 and around 40 in the 2028 Olympics,"" he added. ""I feel these are achievable targets,"" he further said.",sports,"India must win medals in double digits to host 2032 Olympics: Batra. Indian Olympic Association President Narinder Batra has said that India must start winning medals in ""double digits"" if it wants to ""realise the dream"" of hosting 2032 Olympics. ""We can target 10-12 medals in Tokyo, 25 in 2024 and around 40 in the 2028 Olympics,"" he added. ""I feel these are achievable targets,"" he further said.",india must win medal double digit host olympic batra indian olympic association president narinder batra say india must start win medal double digit want realise dream host olympic target medal tokyo around olympic add feel achievable target say
Boxer Shiva wins 1st gold for India at 2019 President's Cup,"Four-time Asian Championships medallist Shiva Thapa won India's first gold at 2019 President's Cup boxing tournament after getting a walkover in the final in Kazakhstan on Saturday. Thapa, who was making his international debut in 63 kg category, was scheduled to fight Kazakhstan's Zakir Safiullin, who pulled out due to injury. Meanwhile, 19-year-old Praveen won silver in 60 kg category.
",sports,"Boxer Shiva wins 1st gold for India at 2019 President's Cup. Four-time Asian Championships medallist Shiva Thapa won India's first gold at 2019 President's Cup boxing tournament after getting a walkover in the final in Kazakhstan on Saturday. Thapa, who was making his international debut in 63 kg category, was scheduled to fight Kazakhstan's Zakir Safiullin, who pulled out due to injury. Meanwhile, 19-year-old Praveen won silver in 60 kg category.
",boxer shiva win st gold india president cup four time asian championship medallist shiva thapa win india first gold president cup boxing tournament get walkover final kazakhstan saturday thapa make international debut kg category schedule fight kazakhstan zakir safiullin pull due injury meanwhile year old praveen win silver kg category
"We ain't got no better wicketkeepers, tweets user about Dhoni","Following MS Dhoni's decision to take a two-month sabbatical from cricket to serve his Territorial Army regiment, a user reacted with a tweet that read, ""we ain't got no better wicketkeepers!@msdhoni #WIvIND #WestIndiesTourOfIndia."" ""Man, The Amount of days i live on earth is directly proportional to my Respect for him!! @msdhoni,"" read a part of another user's tweet.",sports,"We ain't got no better wicketkeepers, tweets user about Dhoni. Following MS Dhoni's decision to take a two-month sabbatical from cricket to serve his Territorial Army regiment, a user reacted with a tweet that read, ""we ain't got no better wicketkeepers!@msdhoni #WIvIND #WestIndiesTourOfIndia."" ""Man, The Amount of days i live on earth is directly proportional to my Respect for him!! @msdhoni,"" read a part of another user's tweet.",not get no well wicketkeeper tweet user dhoni follow ms dhoni decision take two month sabbatical cricket serve territorial army regiment user react tweet read not get no well wicketkeepers msdhoni wivind westindiestourofindia man amount day live earth directly proportional respect msdhoni read part another user tweet
"Who is 15-year-old Prithu Gupta, India's 64th Grandmaster?","Prithu Gupta, who became India's 64th Grandmaster, is a Class X student of Modern School in Delhi's Vasant Vihar. The 15-year-old had started playing chess at the age of nine and had become an International Master last year before his 14th birthday. He had earlier said that he is ""very superstitious"" and ""passionate"" about subjects like Spanish.",sports,"Who is 15-year-old Prithu Gupta, India's 64th Grandmaster?. Prithu Gupta, who became India's 64th Grandmaster, is a Class X student of Modern School in Delhi's Vasant Vihar. The 15-year-old had started playing chess at the age of nine and had become an International Master last year before his 14th birthday. He had earlier said that he is ""very superstitious"" and ""passionate"" about subjects like Spanish.",year old prithu gupta indias th grandmaster prithu gupta become indias th grandmaster class x student modern school delhis vasant vihar year old start play chess age nine become international master last year th birthday earlier say superstitious passionate subject like spanish
Wolves beat Man City in shootout to win Premier League Asia Trophy,"Wolverhampton Wanderers defeated Premier League champions Manchester City to claim the Premier League Asia Trophy 3-2 in a penalty shootout in Shanghai on Saturday. Wolves, who won the title in their first ever participation in the competition scored through Rúben Vinagre, Taylor Perry and Ryan Bennett. Raheem Sterling missed a penalty in the first-half of the match for Manchester City.",sports,"Wolves beat Man City in shootout to win Premier League Asia Trophy. Wolverhampton Wanderers defeated Premier League champions Manchester City to claim the Premier League Asia Trophy 3-2 in a penalty shootout in Shanghai on Saturday. Wolves, who won the title in their first ever participation in the competition scored through Rúben Vinagre, Taylor Perry and Ryan Bennett. Raheem Sterling missed a penalty in the first-half of the match for Manchester City.",wolf beat man city shootout win premier league asia trophy wolverhampton wanderer defeat premier league champion manchester city claim premier league asia trophy penalty shootout shanghai saturday wolf win title first ever participation competition score ruben vinagre taylor perry ryan bennett raheem sterling miss penalty first half match manchester city
Argentina's WC-winning coach Bilardo in serious condition,"Argentina's 1986 World Cup-winning coach Carlos Bilardo is in a serious condition in hospital following his brain surgery. The 81-year-old was taken into intensive care at the Argentine Institute of Diagnosis in Buenos Aires on July 4. Bilardo is suffering from Hakim-Adams syndrome, a neurodegenerative disease, for which he was twice hospitalized in 2018.",sports,"Argentina's WC-winning coach Bilardo in serious condition. Argentina's 1986 World Cup-winning coach Carlos Bilardo is in a serious condition in hospital following his brain surgery. The 81-year-old was taken into intensive care at the Argentine Institute of Diagnosis in Buenos Aires on July 4. Bilardo is suffering from Hakim-Adams syndrome, a neurodegenerative disease, for which he was twice hospitalized in 2018.",argentina wc win coach bilardo serious condition argentina world cup win coach carlo bilardo serious condition hospital follow brain surgery year old take intensive care argentine institute diagnosis buenos aire july bilardo suffer hakim adam syndrome neurodegenerative disease twice hospitalize
Algeria beat Senegal to win Africa Cup of Nations,"Algeria won the Africa Cup of Nations for the second time after beating Senegal 1-0 in the final on Friday. The match's solitary goal came when Baghdad Bounedjah's shot took a deflection off Salif Sane and looped over the Senegalese goalkeeper Alfred Gomis and into the net. Notably, according to official statistics, Algeria committed 32 fouls.",sports,"Algeria beat Senegal to win Africa Cup of Nations. Algeria won the Africa Cup of Nations for the second time after beating Senegal 1-0 in the final on Friday. The match's solitary goal came when Baghdad Bounedjah's shot took a deflection off Salif Sane and looped over the Senegalese goalkeeper Alfred Gomis and into the net. Notably, according to official statistics, Algeria committed 32 fouls.",algeria beat senegal win africa cup nation algeria win africa cup nation second time beat senegal final friday match solitary goal come baghdad bounedjah shot take deflection salif sane loop senegalese goalkeeper alfre gomis net notably accord official statistic algeria commit foul
Hope to see more Indians like Yuvraj play global T20 leagues: Kumble,"After BCCI gave Yuvraj Singh permission to play in Global T20, ex-India captain Anil Kumble said the BCCI should make way for more Indians to play in overseas T20 leagues. He added that having Indians in the leagues will be ""an immense boost"" not just for the growth of the leagues, but also for youngsters who play in those leagues.",sports,"Hope to see more Indians like Yuvraj play global T20 leagues: Kumble. After BCCI gave Yuvraj Singh permission to play in Global T20, ex-India captain Anil Kumble said the BCCI should make way for more Indians to play in overseas T20 leagues. He added that having Indians in the leagues will be ""an immense boost"" not just for the growth of the leagues, but also for youngsters who play in those leagues.",hope see indian like yuvraj play global league kumble bcci give yuvraj singh permission play global ex india captain anil kumble say bcci make way indian play overseas league add indian league immense boost not growth league also youngster play league
46-yr-old Paes becomes oldest ATP Tour semi-finalist since 2006,"India's 46-year-old tennis player Leander Paes became the oldest ATP Tour semi-finalist since John McEnroe at 2006 San Jose. He achieved the feat after he and his partner Marcus Daniell from New Zealand saved three match points to reach doubles semi-finals at ATP Hall of Fame Open. The third-seeded pair defeated unseeded Robert Lindstedt and Matthew Ebden 6-4, 5-7, 14-12. ",sports,"46-yr-old Paes becomes oldest ATP Tour semi-finalist since 2006. India's 46-year-old tennis player Leander Paes became the oldest ATP Tour semi-finalist since John McEnroe at 2006 San Jose. He achieved the feat after he and his partner Marcus Daniell from New Zealand saved three match points to reach doubles semi-finals at ATP Hall of Fame Open. The third-seeded pair defeated unseeded Robert Lindstedt and Matthew Ebden 6-4, 5-7, 14-12. ",yr old paes become old atp tour semi finalist since indias year old tennis player leander paes become old atp tour semi finalist since john mcenroe san jose achieve feat partner marcus daniell new zealand save three match point reach double semi final atp hall fame open third seed pair defeat unseeded robert lindstedt matthew ebden
Ibrahimovic scores hat-trick to help Galaxy beat rivals LAFC,"Former Manchester United forward Zlatan Ibrahimovic on Friday scored all three goals to power the LA Galaxy to a 3-2 victory over MLS rivals Los Angeles Football Club. This was the 37-year-old Swede's second hat-trick in Major League Soccer. Notably, there were a total of eight yellow cards handed out Friday, with five going to the Galaxy.",sports,"Ibrahimovic scores hat-trick to help Galaxy beat rivals LAFC. Former Manchester United forward Zlatan Ibrahimovic on Friday scored all three goals to power the LA Galaxy to a 3-2 victory over MLS rivals Los Angeles Football Club. This was the 37-year-old Swede's second hat-trick in Major League Soccer. Notably, there were a total of eight yellow cards handed out Friday, with five going to the Galaxy.",ibrahimovic score hat trick help galaxy beat rival lafc former manchester unite forward zlatan ibrahimovic friday score three goal power la galaxy victory mls rival los angele football club year old swede second hat trick major league soccer notably total eight yellow card hand friday five go galaxy
Axar Patel scores 81 as Windies A beat India A by five runs,Axar Patel scored a 63-ball 81 but failed to help India A win against the Windies A in the fourth unofficial ODI between the sides on Friday. India A were 160/6 while chasing 299 when Axar and Washington Sundar put on a 60-run partnership. The team required nine runs in the final over but fell short by five.,sports,Axar Patel scores 81 as Windies A beat India A by five runs. Axar Patel scored a 63-ball 81 but failed to help India A win against the Windies A in the fourth unofficial ODI between the sides on Friday. India A were 160/6 while chasing 299 when Axar and Washington Sundar put on a 60-run partnership. The team required nine runs in the final over but fell short by five.,axar patel score windie beat india five run axar patel score ball fail help india win windie fourth unofficial odi side friday india chase axar washington sundar put run partnership team require nine run final fall short five
Indians among crew members on British-flagged tanker seized by Iran,"Indian nationals are among the 23 crew members who were on board the British-flagged oil tanker seized by Iran. Other crew members are of Russian, Latvian and Filipino nationality. The ship was no longer under the control of its crew and uncontactable, after being approached by unidentified small crafts during transit of the Strait of Hormuz, the vessel's owner said.",world,"Indians among crew members on British-flagged tanker seized by Iran. Indian nationals are among the 23 crew members who were on board the British-flagged oil tanker seized by Iran. Other crew members are of Russian, Latvian and Filipino nationality. The ship was no longer under the control of its crew and uncontactable, after being approached by unidentified small crafts during transit of the Strait of Hormuz, the vessel's owner said.",indian among crew member british flag tanker seize iran indian national among crew member board british flag oil tanker seize iran crew member russian latvian filipino nationality ship no longer control crew uncontactable approach unidentified small craft transit strait hormuz vessel owner say
Pak agrees to grant consular access to Jadhav after ICJ verdict,Pakistan Foreign Ministry in an official statement on Thursday said it would grant consular access to Kulbhushan Jadhav in accordance with the country's laws. This follows the International Court of Justice's (ICJ) verdict. The ICJ had on Wednesday allowed India consular access to Jadhav and called on Pakistan to review and reconsider the death sentence accorded to him.,world,Pak agrees to grant consular access to Jadhav after ICJ verdict. Pakistan Foreign Ministry in an official statement on Thursday said it would grant consular access to Kulbhushan Jadhav in accordance with the country's laws. This follows the International Court of Justice's (ICJ) verdict. The ICJ had on Wednesday allowed India consular access to Jadhav and called on Pakistan to review and reconsider the death sentence accorded to him.,pak agree grant consular access jadhav icj verdict pakistan foreign ministry official statement thursday say would grant consular access kulbhushan jadhav accordance country law follow international court justice icj verdict icj wednesday allow india consular access jadhav call pakistan review reconsider death sentence accord
Iran seizes British-flagged oil tanker 2 weeks after its ship seized,"Iran on Friday seized British-flagged oil tanker Stena Impero while it was sailing in the Strait of Hormuz. The move comes two weeks after the British Royal Marines seized an Iranian ship in Gibraltar. Britain had claimed Iran seized two oil tankers, however, Iran said the second tanker had been allowed to continue its course after being given a warning.",world,"Iran seizes British-flagged oil tanker 2 weeks after its ship seized. Iran on Friday seized British-flagged oil tanker Stena Impero while it was sailing in the Strait of Hormuz. The move comes two weeks after the British Royal Marines seized an Iranian ship in Gibraltar. Britain had claimed Iran seized two oil tankers, however, Iran said the second tanker had been allowed to continue its course after being given a warning.",iran seize british flag oil tanker week ship seize iran friday seize british flag oil tanker stena impero sail strait hormuz move come two week british royal marine seize iranian ship gibraltar britain claim iran seize two oil tanker however iran say second tanker allow continue course give warning
India in touch with Iran for release of 18 Indians on seized ship,"Ministry of External Affairs spokesperson Raveesh Kumar has said that the country is in touch with Iran to secure the early release and repatriation of 18 Indian nationals on board the seized British-flagged oil tanker. ""We are ascertaining further details on the incident,"" Kumar added. Iran seized the oil tanker two weeks after Britain seized its ship in Gibraltar.",world,"India in touch with Iran for release of 18 Indians on seized ship. Ministry of External Affairs spokesperson Raveesh Kumar has said that the country is in touch with Iran to secure the early release and repatriation of 18 Indian nationals on board the seized British-flagged oil tanker. ""We are ascertaining further details on the incident,"" Kumar added. Iran seized the oil tanker two weeks after Britain seized its ship in Gibraltar.",india touch iran release indian seized ship ministry external affair spokesperson raveesh kumar say country touch iran secure early release repatriation indian national board seize british flag oil tanker ascertain detail incident kumar add iran seize oil tanker two week britain seize ship gibraltar
Pak lost ₹365 crore due to its airspace ban after Balakot strike,"Pakistan's aviation minister Ghulam Sarwar Khan has said his country suffered loss of over ₹365 crore from airspace restrictions it had imposed after Balakot strike in February. Pakistan reopened its airspace, which was closed for around 140 days, on Tuesday. The restrictions added flight time for passengers and fuel costs for airlines as they were forced to take long detours.",world,"Pak lost ₹365 crore due to its airspace ban after Balakot strike. Pakistan's aviation minister Ghulam Sarwar Khan has said his country suffered loss of over ₹365 crore from airspace restrictions it had imposed after Balakot strike in February. Pakistan reopened its airspace, which was closed for around 140 days, on Tuesday. The restrictions added flight time for passengers and fuel costs for airlines as they were forced to take long detours.",pak lose crore due airspace ban balakot strike pakistan aviation minister ghulam sarwar khan say country suffer loss crore airspace restriction impose balakot strike february pakistan reopen airspace close around day tuesday restriction add flight time passenger fuel cost airline force take long detour
US calls Hafiz Saeed's arrest by Pakistan 'window dressing',"A senior US administration official has called Jamaat-ud-Dawa chief and 26/11 Mumbai terror attacks mastermind Hafiz Saeed's arrest by Pakistan ""window dressing"". ""We've seen this happen in the past. And we have been looking for sustained and concrete steps,"" the official added. ""The previous arrests of Hafiz Saeed haven't made a difference,"" the US official further said.",world,"US calls Hafiz Saeed's arrest by Pakistan 'window dressing'. A senior US administration official has called Jamaat-ud-Dawa chief and 26/11 Mumbai terror attacks mastermind Hafiz Saeed's arrest by Pakistan ""window dressing"". ""We've seen this happen in the past. And we have been looking for sustained and concrete steps,"" the official added. ""The previous arrests of Hafiz Saeed haven't made a difference,"" the US official further said.",us call hafiz saeed arrest pakistan window dressing senior us administration official call jamaat ud dawa chief mumbai terror attack mastermind hafiz saeed arrest pakistan window dressing see happen past look sustained concrete step official add previous arrest hafiz saeed not make difference us official say
"César Pelli, the architect behind Petronas Towers, dies aged 92","César Pelli, the Argentine designer behind the Petronas Twin Towers in Malaysia, has died aged 92. Pelli's other works include the World Financial Center in New York, Canary Wharf Tower in London and renovation work on New York's Museum of Modern Art. Pelli had served as the dean of Yale University's School of Architecture.",world,"César Pelli, the architect behind Petronas Towers, dies aged 92. César Pelli, the Argentine designer behind the Petronas Twin Towers in Malaysia, has died aged 92. Pelli's other works include the World Financial Center in New York, Canary Wharf Tower in London and renovation work on New York's Museum of Modern Art. Pelli had served as the dean of Yale University's School of Architecture.",cesar pelli architect behind petronas tower die age cesar pelli argentine designer behind petronas twin tower malaysia die age pellis work include world financial center new york canary wharf tower london renovation work new york museum modern art pelli serve dean yale universitys school architecture
Man claims he found pic of his amputated leg on cigarette packets,"A man in France claimed he found a picture of his amputated leg being used on cigarette packets as a warning against smoking without his consent. His son had discovered the picture, which bore recognisable burns and scars when he bought cigarettes last year in Luxembourg, according to reports. The man had lost his leg in an attack in Albania. ",world,"Man claims he found pic of his amputated leg on cigarette packets. A man in France claimed he found a picture of his amputated leg being used on cigarette packets as a warning against smoking without his consent. His son had discovered the picture, which bore recognisable burns and scars when he bought cigarettes last year in Luxembourg, according to reports. The man had lost his leg in an attack in Albania. ",man claim find pic amputate leg cigarette packet man france claim find picture amputate leg use cigarette packet warning smoking without consent son discover picture bear recognisable burn scar buy cigarette last year luxembourg accord report man lose leg attack albania
Pak installs biometric machines outside ministry toilets: Reports,"The Pakistani government has installed biometric recognition machines outside the washrooms of the Ministry of Industries and Production, in a bid to keep it accessible only for top-ranking officers, reports quoting sources said. The move has also been implemented for the convenience of same-ranking officers of other ministries who come to attend meetings over there, reports added.",world,"Pak installs biometric machines outside ministry toilets: Reports. The Pakistani government has installed biometric recognition machines outside the washrooms of the Ministry of Industries and Production, in a bid to keep it accessible only for top-ranking officers, reports quoting sources said. The move has also been implemented for the convenience of same-ranking officers of other ministries who come to attend meetings over there, reports added.",pak install biometric machine outside ministry toilet report pakistani government instal biometric recognition machine outside washroom ministry industry production bid keep accessible top rank officer report quote source say move also implement convenience rank officer ministry come attend meeting report add
South Koreans boycott Japanese brands amid diplomatic tensions,"Over 200 South Korean supermarkets and grocery stores are boycotting Japanese products and services amid the diplomatic tensions between the two nations, a trade group said. The boycott impacted sales of several products and services, including beer and tourism. The tensions escalated after South Korea's top court ordered Japanese firms to compensate Koreans they used as forced labour in WWII.",world,"South Koreans boycott Japanese brands amid diplomatic tensions. Over 200 South Korean supermarkets and grocery stores are boycotting Japanese products and services amid the diplomatic tensions between the two nations, a trade group said. The boycott impacted sales of several products and services, including beer and tourism. The tensions escalated after South Korea's top court ordered Japanese firms to compensate Koreans they used as forced labour in WWII.",south korean boycott japanese brand amid diplomatic tension south korean supermarket grocery store boycott japanese product service amid diplomatic tension two nation trade group say boycott impact sale several product service include beer tourism tension escalate south korea top court order japanese firm compensate korean use force labour wwii
"Blast near Afghanistan university kills six, injures 27","An explosion near the campus of Kabul University in the Afghan capital killed six people and injured at least 27 as students waited to take an examination on Friday, officials said. A police team defused a second bomb placed near the explosion site, Kabul police spokesman Faramarz Firdaws said. There was no immediate claim of responsibility for the blast.",world,"Blast near Afghanistan university kills six, injures 27. An explosion near the campus of Kabul University in the Afghan capital killed six people and injured at least 27 as students waited to take an examination on Friday, officials said. A police team defused a second bomb placed near the explosion site, Kabul police spokesman Faramarz Firdaws said. There was no immediate claim of responsibility for the blast.",blast near afghanistan university kill six injure explosion near campus kabul university afghan capital kill six people injure least student wait take examination friday official say police team defuse second bomb place near explosion site kabul police spokesman faramarz firdaw say no immediate claim responsibility blast
Man who set fire to Japan studio said firm stole his ideas: Reports,"The man suspected of setting fire to a Japanese animation studio was heard complaining that the studio had stolen his ideas, according to witnesses. The suspect, identified as Shinji Aoba, used large amounts of what appeared to be petrol, to set fire to the three-storey building. Thirty-three people were killed and over 30 others were injured in the arson attack.",world,"Man who set fire to Japan studio said firm stole his ideas: Reports. The man suspected of setting fire to a Japanese animation studio was heard complaining that the studio had stolen his ideas, according to witnesses. The suspect, identified as Shinji Aoba, used large amounts of what appeared to be petrol, to set fire to the three-storey building. Thirty-three people were killed and over 30 others were injured in the arson attack.",man set fire japan studio say firm steal idea report man suspect set fire japanese animation studio hear complain studio steal idea accord witness suspect identify shinji aoba use large amount appear petrol set fire three storey building thirty three people kill injure arson attack
Man who set fire to Japan studio played games non-stop: Neighbour,"The 41-year-old who set fire to a Japan animation studio, killing 34, lived alone in his apartment where he played games non-stop, according to his neighbour. He added music from video games blasted from Shinji Aoba's apartment at all hours. ""I've never seen him go out during the day...I would regularly hear him go out around midnight,"" the neighbour added.",world,"Man who set fire to Japan studio played games non-stop: Neighbour. The 41-year-old who set fire to a Japan animation studio, killing 34, lived alone in his apartment where he played games non-stop, according to his neighbour. He added music from video games blasted from Shinji Aoba's apartment at all hours. ""I've never seen him go out during the day...I would regularly hear him go out around midnight,"" the neighbour added.",man set fire japan studio play game non stop neighbour year old set fire japan animation studio kill live alone apartment play game non stop accord neighbour add music video game blast shinji aoba apartment hour never see go day would regularly hear go around midnight neighbour add
Our airspace safe for flight operations: Iran amid tensions with US,"Iran's embassy in India has said the country's airspace is safe for flight operations amid the recent tensions with the US. Iran added it is committed to providing necessary safety and security for international flights passing through its airspace. Several airline companies, including those from India, banned their flights through Iranian airspace after Iran shot down a US military drone.",world,"Our airspace safe for flight operations: Iran amid tensions with US. Iran's embassy in India has said the country's airspace is safe for flight operations amid the recent tensions with the US. Iran added it is committed to providing necessary safety and security for international flights passing through its airspace. Several airline companies, including those from India, banned their flights through Iranian airspace after Iran shot down a US military drone.",airspace safe flight operation iran amid tension us iran embassy india say country airspace safe flight operation amid recent tension us iran add commit provide necessary safety security international flight pass airspace several airline company include india ban flight iranian airspace iran shoot us military drone
US President Trump criticised over tweet on Hafiz Saeed,"US President Donald Trump has been criticised after he said in a tweet that Jamaat-ud-Dawa chief and 26/11 Mumbai terror attacks mastermind Hafiz Saeed was arrested in Pakistan after a 10-year search. ""FYI Pakistan wasn't searching for [Saeed] for 10 years. He's been living freely"", the US House Foreign Affairs Committee said in response to Trump.",world,"US President Trump criticised over tweet on Hafiz Saeed. US President Donald Trump has been criticised after he said in a tweet that Jamaat-ud-Dawa chief and 26/11 Mumbai terror attacks mastermind Hafiz Saeed was arrested in Pakistan after a 10-year search. ""FYI Pakistan wasn't searching for [Saeed] for 10 years. He's been living freely"", the US House Foreign Affairs Committee said in response to Trump.",us president trump criticise tweet hafiz saeed us president donald trump criticise say tweet jamaat ud dawa chief mumbai terror attack mastermind hafiz saeed arrest pakistan year search fyi pakistan not search [ saeed ] year live freely us house foreign affair committee say response trump
US city plays 'Baby Shark' on loop to keep away homeless people,"Officials in West Palm Beach, US, are playing children's songs, including 'Baby Shark' and 'Raining Tacos' on a loop, to keep away homeless people from sleeping outside a city-owned community building. The move has been ""effective"" and is a ""temporary measure"", an official said. This would get homeless people into shelters and houses, West Palm Beach Mayor, Keith James, said.",world,"US city plays 'Baby Shark' on loop to keep away homeless people. Officials in West Palm Beach, US, are playing children's songs, including 'Baby Shark' and 'Raining Tacos' on a loop, to keep away homeless people from sleeping outside a city-owned community building. The move has been ""effective"" and is a ""temporary measure"", an official said. This would get homeless people into shelters and houses, West Palm Beach Mayor, Keith James, said.",us city play baby shark loop keep away homeless people official west palm beach us play children song include baby shark rain taco loop keep away homeless people sleep outside city community building move effective temporary measure official say would get homeless people shelter house west palm beach mayor keith jame say
Trump offers to help ease tensions in Japan-South Korea dispute,"US President Donald Trump on Friday offered to help ease tensions in the political and economic dispute between Japan and South Korea. ""It's like a full-time job getting involved with Japan and South Korea. But I like leaders of both the countries,"" Trump said. The dispute threatens global supplies of memory chips and smartphones. ",world,"Trump offers to help ease tensions in Japan-South Korea dispute. US President Donald Trump on Friday offered to help ease tensions in the political and economic dispute between Japan and South Korea. ""It's like a full-time job getting involved with Japan and South Korea. But I like leaders of both the countries,"" Trump said. The dispute threatens global supplies of memory chips and smartphones. ",trump offer help ease tension japan south korea dispute us president donald trump friday offer help ease tension political economic dispute japan south korea like full time job get involve japan south korea like leader country trump say dispute threaten global supply memory chip smartphone
Trump was involved in talks to pay pornstar to hide affair: FBI,"US President Donald Trump was directly involved in the talks to pay pornstar Stormy Daniels to hide their alleged affair, the FBI has said. Trump's then-campaign Press Secretary Hope Hicks was also involved in the talks. Daniels had claimed that she was paid $130,000 by Trump's former lawyer Michael Cohen during the 2016 election campaign to maintain her silence. ",world,"Trump was involved in talks to pay pornstar to hide affair: FBI. US President Donald Trump was directly involved in the talks to pay pornstar Stormy Daniels to hide their alleged affair, the FBI has said. Trump's then-campaign Press Secretary Hope Hicks was also involved in the talks. Daniels had claimed that she was paid $130,000 by Trump's former lawyer Michael Cohen during the 2016 election campaign to maintain her silence. ",trump involve talk pay pornstar hide affair fbi us president donald trump directly involve talk pay pornstar stormy daniel hide allege affair fbi say trump campaign press secretary hope hick also involve talk daniel claim pay trump former lawyer michael cohen election campaign maintain silence
US Navy shoots down Iranian drone in Strait of Hormuz,"US President Donald Trump on Thursday said that a US Navy ship had ""destroyed"" an Iranian drone in the Strait of Hormuz after the aircraft threatened the vessel. He added that the drone had flown to within 1,000 yards of the ship and had ignored ""multiple calls to stand down"". Iran in June shot down a US military surveillance drone.",world,"US Navy shoots down Iranian drone in Strait of Hormuz. US President Donald Trump on Thursday said that a US Navy ship had ""destroyed"" an Iranian drone in the Strait of Hormuz after the aircraft threatened the vessel. He added that the drone had flown to within 1,000 yards of the ship and had ignored ""multiple calls to stand down"". Iran in June shot down a US military surveillance drone.",us navy shoot iranian drone strait hormuz us president donald trump thursday say us navy ship destroy iranian drone strait hormuz aircraft threaten vessel add drone fly within yard ship ignore multiple call stand iran june shoot us military surveillance drone
"Haven't lost any drone, US shot down its own by mistake: Iran","Iranian Deputy Foreign Minister Abbas Araghchi has denied US claims that it had shot down an Iranian drone in the Strait of Hormuz. ""We have not lost any drone...[I am worried that US shot down its own drone] by mistake,"" Araghchi said. US President Donald Trump had said the drone had flown to within 1,000 yards of the USS Boxer.",world,"Haven't lost any drone, US shot down its own by mistake: Iran. Iranian Deputy Foreign Minister Abbas Araghchi has denied US claims that it had shot down an Iranian drone in the Strait of Hormuz. ""We have not lost any drone...[I am worried that US shot down its own drone] by mistake,"" Araghchi said. US President Donald Trump had said the drone had flown to within 1,000 yards of the USS Boxer.",not lose drone us shoot mistake iran iranian deputy foreign minister abba araghchi deny us claim shoot iranian drone strait hormuz not lose drone [ worried us shoot drone ] mistake araghchi say us president donald trump say drone fly within yard uss boxer
Benjamin Netanyahu becomes longest-serving Israeli PM,"Benjamin Netanyahu has become Israel's longest-serving Prime Minister, surpassing the record set by the country's founding father and first leader David Ben-Gurion. As of Saturday, Netanyahu has spent 4,876 days – more than 13 years – in office. Netanyahu won his first election in 1996, becoming Israel's youngest-ever Prime Minister at the age of 46.",world,"Benjamin Netanyahu becomes longest-serving Israeli PM. Benjamin Netanyahu has become Israel's longest-serving Prime Minister, surpassing the record set by the country's founding father and first leader David Ben-Gurion. As of Saturday, Netanyahu has spent 4,876 days – more than 13 years – in office. Netanyahu won his first election in 1996, becoming Israel's youngest-ever Prime Minister at the age of 46.",benjamin netanyahu become longest serve israeli pm benjamin netanyahu become israel longest serve prime minister surpass record set country found father first leader david ben gurion saturday netanyahu spend day year office netanyahu win first election become israel youngest ever prime minister age
